Date,NVDA_ROE,NVDA_FCF_Margin,INTC_ROE,INTC_FCF_Margin,QCOM_ROE,QCOM_FCF_Margin,AMD_ROE,AMD_FCF_Margin,MSFT_ROE,MSFT_FCF_Margin,ADBE_ROE,ADBE_FCF_Margin,INTU_ROE,INTU_FCF_Margin,AAPL_ROE,AAPL_FCF_Margin,CSCO_ROE,CSCO_FCF_Margin,AMAT_ROE,AMAT_FCF_Margin
2007-01-04,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-05,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-08,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-09,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-10,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-11,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-12,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-16,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-17,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-18,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-19,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-22,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-23,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-24,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-25,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-26,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-29,0.05796316359696641,0.3169305724725944,0.03715338264271639,0.18571918983865432,0.045800387886021185,0.4117058529264632,0.025733207190160833,-0.14683734939759036,0.09634082158388964,0.3376190916658958,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.054286858974358976,0.18813314037626627,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-30,0.05796316359696641,0.3169305724725944,0.040841314758380494,0.3201980606560759,0.045714285714285714,0.23130262506191185,-0.09481481481481481,-0.21416333523700742,0.0716820440028389,0.11720618721097113,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.08941930887068045,0.2348559381588194,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-01-31,0.05796316359696641,0.3169305724725944,0.040841314758380494,0.3201980606560759,0.045714285714285714,0.23130262506191185,-0.09481481481481481,-0.21416333523700742,0.0716820440028389,0.11720618721097113,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.08941930887068045,0.2348559381588194,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-02-01,0.05796316359696641,0.3169305724725944,0.040841314758380494,0.3201980606560759,0.045714285714285714,0.23130262506191185,-0.09481481481481481,-0.21416333523700742,0.0716820440028389,0.11720618721097113,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.08941930887068045,0.2348559381588194,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-02-02,0.05796316359696641,0.3169305724725944,0.040841314758380494,0.3201980606560759,0.045714285714285714,0.23130262506191185,-0.09481481481481481,-0.21416333523700742,0.0716820440028389,0.11720618721097113,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.08941930887068045,0.2348559381588194,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-02-05,0.05796316359696641,0.3169305724725944,0.040841314758380494,0.3201980606560759,0.045714285714285714,0.23130262506191185,-0.09481481481481481,-0.21416333523700742,0.0716820440028389,0.11720618721097113,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.08941930887068045,0.2348559381588194,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-02-06,0.05796316359696641,0.3169305724725944,0.040841314758380494,0.3201980606560759,0.045714285714285714,0.23130262506191185,-0.09481481481481481,-0.21416333523700742,0.0716820440028389,0.11720618721097113,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.08941930887068045,0.2348559381588194,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-02-07,0.05796316359696641,0.3169305724725944,0.040841314758380494,0.3201980606560759,0.045714285714285714,0.23130262506191185,-0.09481481481481481,-0.21416333523700742,0.0716820440028389,0.11720618721097113,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.08941930887068045,0.2348559381588194,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-02-08,0.05796316359696641,0.3169305724725944,0.040841314758380494,0.3201980606560759,0.045714285714285714,0.23130262506191185,-0.09481481481481481,-0.21416333523700742,0.0716820440028389,0.11720618721097113,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.08941930887068045,0.2348559381588194,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
2007-02-09,0.05796316359696641,0.3169305724725944,0.040841314758380494,0.3201980606560759,0.045714285714285714,0.23130262506191185,-0.09481481481481481,-0.21416333523700742,0.0716820440028389,0.11720618721097113,0.03552018633540373,0.4324046920821114,-0.03274041133963313,-0.4748571428571428,0.08941930887068045,0.2348559381588194,0.06295266804995497,0.2513440860215054,0.06750864531649375,0.22621127879269262
